,season,player,position,xG,Goal,Shooting,Passing,Hits,Blocks,Takeaways,Giveaways,Powerplay,plusMinus
9175,2020,Jacob Middleton,D,0.02167507447302341,0,62,52,57,57,53,58,68,-2
9176,2020,Jacob Trouba,D,4.468162207864224,2,64,79,88,90,83,85,61,3
9177,2020,Jacob de la Rose,LW,1.3156614797189832,0,62,58,71,63,70,56,68,-2
9178,2020,Jaden Schwartz,LW,7.153244245797397,8,84,83,77,80,85,77,64,2
9179,2020,Jake Bean,D,2.708572431467473,1,62,80,64,77,76,80,77,-2
9180,2020,Jake DeBrusk,LW,10.507806753274052,5,78,78,75,76,87,71,70,1
9181,2020,Jake Evans,C,5.341655264608561,3,73,79,86,80,78,78,67,2
9182,2020,Jake Gardiner,D,0.8958693100139499,0,62,76,63,73,66,76,67,-1
9183,2020,Jake Guentzel,LW,20.151250468101352,23,91,89,77,83,84,84,81,7
9184,2020,Jake McCabe,D,0.6499294145032763,1,66,63,69,74,68,63,68,2
9185,2020,Jake Muzzin,D,4.4872163217514744,4,74,87,87,91,87,94,71,21
9186,2020,Jake Virtanen,RW,5.287149849347769,5,78,51,86,67,82,73,69,-4
9187,2020,Jake Walman,D,2.8546537565998733,1,62,57,71,77,68,79,68,-7
9188,2020,Jakob Chychrun,D,8.735291617456825,18,89,87,82,90,85,87,78,-6
9189,2020,Jakob Silfverberg,RW,8.05038127861917,8,84,76,65,79,87,78,66,-17
9190,2020,Jakub Voracek,RW,10.208536413498225,9,85,89,63,76,85,85,65,-12
9191,2020,Jakub Vrana,LW,11.637797170784323,19,90,85,71,62,85,86,63,10
9192,2020,Jakub Zboril,D,1.3817029790952802,0,62,77,85,85,67,76,69,0
9193,2020,Jalen Chatfield,D,0.34790808893740177,0,62,57,61,66,62,62,68,-6
9194,2020,James Neal,LW,5.044327745679767,5,78,70,71,58,73,73,69,-2
9195,2020,James van Riemsdyk,LW,16.761484700255096,17,88,87,76,72,85,71,82,2
9196,2020,Jamie Benn,LW,13.312244546134027,11,86,87,85,80,85,87,71,13
9197,2020,Jamie Drysdale,D,1.000165417790413,3,75,70,58,79,67,81,62,-12
9198,2020,Jamie Oleksiak,D,5.293115198612213,6,79,76,91,90,83,89,66,-3
9199,2020,Jan Jenik,RW,0.4506339579820633,2,74,53,58,52,60,54,68,3
9200,2020,Jan Rutta,D,2.0807926254346967,0,61,76,72,85,55,74,67,12
9201,2020,Jani Hakanpaa,D,2.9835840393789117,2,66,62,96,90,60,88,68,4
9202,2020,Janne Kuokkanen,LW,7.958470748737454,8,84,85,59,75,86,76,69,-11
9203,2020,Jansen Harkins,C,1.2856340501457453,1,66,58,62,56,58,58,68,-2
9204,2020,Jared McCann,LW,9.21774299070239,14,87,86,77,73,86,76,88,17
9205,2020,Jared Spurgeon,D,6.3666882421821365,7,81,85,80,92,83,73,69,-2
9206,2020,Jaret Anderson-Dolan,C,4.254313643090427,7,83,68,82,76,65,67,67,-9
9207,2020,Jarred Tinordi,D,0.8500145869329572,0,62,57,83,84,68,65,68,-6
9208,2020,Jason Demers,D,2.175283901393413,0,61,67,85,83,75,76,67,-4
9209,2020,Jason Dickinson,C,6.259209632407874,7,82,76,86,86,88,79,70,-2
9210,2020,Jason Robertson,LW,13.264330371282995,17,89,88,70,68,85,86,66,13
9211,2020,Jason Spezza,C,8.780351961962879,10,85,86,70,65,82,86,69,3
9212,2020,Jason Zucker,LW,7.429148648865521,9,85,78,85,71,85,75,71,-8
9213,2020,Jay Beagle,C,3.325906186364591,1,66,68,75,63,77,62,68,-2
9214,2020,Jayce Hawryluk,C,2.0077883657068014,2,72,65,78,63,61,69,68,-5
9215,2020,Jayson Megna,C,1.2424547420814631,0,62,63,65,56,59,53,68,2
9216,2020,Jean-Gabriel Pageau,C,11.203379618003963,14,87,85,88,87,84,80,78,10
9217,2020,Jean-Sebastien Dea,C,0.3379983901977539,0,62,52,56,52,56,54,68,-1
9218,2020,Jeff Carter,C,16.382337504532188,17,88,83,76,82,85,78,66,3
9219,2020,Jeff Petry,D,6.5016274861991405,12,86,88,87,87,74,97,81,6
9220,2020,Jeff Skinner,LW,10.916633952409027,7,81,75,66,67,89,86,62,-11
9221,2020,Jeffrey Viel,LW,1.225075080990791,0,62,52,71,52,56,56,68,-7
9222,2020,Jeremy Davies,D,1.4152439571917057,0,62,57,62,64,62,71,65,3
9223,2020,Jeremy Lauzon,D,1.7848357432521882,1,62,75,87,87,69,82,67,8
9224,2020,Jesper Boqvist,C,3.361065429635346,4,77,65,64,65,73,72,65,-6
9225,2020,Jesper Bratt,LW,9.94736940972507,7,81,87,73,74,84,83,71,4
9226,2020,Jesper Fast,RW,5.763022076804191,6,81,83,86,78,66,73,71,-4
9227,2020,Jesperi Kotkaniemi,C,8.395811763592063,5,78,85,86,80,90,85,62,-1
9228,2020,Jesse Puljujarvi,RW,15.76682214718312,15,88,79,87,73,86,86,71,6
9229,2020,Jesse Ylonen,RW,0.2006133198738098,0,63,53,57,52,56,56,68,0
9230,2020,Jimmy Vesey,LW,5.911347819492222,5,78,65,76,72,74,71,63,-11
9231,2020,Joachim Blichfeld,RW,0.38077662512660027,1,68,52,58,55,56,56,66,-2
9232,2020,Joakim Nordstrom,C,4.407671362161637,1,64,70,87,81,75,73,68,0
9233,2020,Joakim Nygard,LW,0.26408098079264164,0,62,52,58,52,62,61,68,-1
9234,2020,Joakim Ryan,D,0.10899702087044716,0,62,52,56,57,53,55,68,-1
9235,2020,Joe Pavelski,C,15.997755215503275,25,92,87,84,85,84,81,92,22
9236,2020,Joe Thornton,C,4.206685064826162,5,79,85,73,65,79,86,66,6
9237,2020,Joe Veleno,C,1.0385180562734604,1,67,52,60,58,59,53,74,0
9238,2020,Joel Armia,RW,6.9844025215134025,7,82,75,87,68,85,80,67,10
9239,2020,Joel Edmundson,D,3.8449967727065086,3,69,79,87,89,67,95,67,28
9240,2020,Joel Eriksson Ek,C,17.115359073504806,19,90,80,88,85,86,71,62,16
9241,2020,Joel Farabee,LW,14.970477754250169,20,90,86,79,76,88,81,71,0
9242,2020,Joel Hanley,D,1.1777802845463157,0,62,76,77,83,64,68,68,6
9243,2020,Joel Kellman,C,1.187395691871643,1,67,58,59,55,64,53,68,-1
9244,2020,Joel Kiviranta,LW,3.60868316097185,6,82,70,78,66,71,60,69,3
9245,2020,Joel L'Esperance,C,0.8515948746353388,2,73,52,66,52,59,60,65,-2
9246,2020,Joey Anderson,RW,0.0,0,63,53,57,56,57,56,68,1
9247,2020,Joey Keane,D,0.05069554224610329,0,62,52,57,56,53,58,67,-1
9248,2020,Johan Larsson,LW,7.0532299261540174,8,85,72,86,85,86,65,67,-13
9249,2020,John Carlson,D,7.118849474936724,10,85,89,80,88,86,82,74,-5
9250,2020,John Hayden,C,1.763698723167181,2,71,65,87,73,65,62,68,-4
9251,2020,John Klingberg,D,5.42100034467876,7,81,88,79,86,83,91,77,-15
9252,2020,John Leonard,LW,4.929697744548322,3,73,79,70,74,80,73,66,-7
9253,2020,John Marino,D,2.5299023073166613,3,71,79,79,86,88,82,67,5
9254,2020,John Moore,D,0.3502536974847317,0,62,63,61,64,53,64,70,-3
9255,2020,John Tavares,C,20.98179678246379,19,89,89,80,81,90,92,77,12
9256,2020,Johnny Gaudreau,LW,11.446381992194803,19,90,87,58,63,85,93,82,3
9257,2020,Jon Merrill,D,1.616710411850363,0,62,70,74,88,69,86,63,-9
9258,2020,Jonas Brodin,D,4.2426522774621835,9,85,84,74,91,79,80,67,2
9259,2020,Jonas Siegenthaler,D,0.18504595011472705,0,62,51,68,76,62,73,68,-9
9260,2020,Jonathan Drouin,LW,6.7839269544929275,2,68,86,78,61,84,84,64,-8
9261,2020,Jonathan Huberdeau,LW,12.686017435975373,20,90,91,80,65,91,89,78,12
9262,2020,Jonathan Marchessault,C,15.539250932633875,18,89,87,77,69,88,83,66,19
9263,2020,Jonny Brodzinski,C,0.422431230545044,1,67,52,58,55,56,56,67,0
9264,2020,Joonas Donskoi,RW,13.02642387384549,17,89,85,62,79,85,71,75,14
9265,2020,Jordan Eberle,RW,15.609596016816795,16,88,85,71,74,81,77,64,9
9266,2020,Jordan Greenway,LW,7.450478859245777,6,80,87,86,81,83,79,65,5
9267,2020,Jordan Gross,D,0.20703511871397492,0,62,65,59,66,53,64,68,-3
9268,2020,Jordan Kyrou,C,11.687709398567677,14,87,86,57,68,90,83,64,1
9269,2020,Jordan Martinook,LW,7.2296950137242675,4,76,78,87,76,77,71,67,-3
9270,2020,Jordan Oesterle,D,2.6853264505043626,1,62,79,78,88,57,83,68,-10
9271,2020,Jordan Staal,C,13.444445904809983,16,88,86,90,78,81,82,82,2
9272,2020,Jordie Benn,D,2.0955482395365834,1,62,77,65,87,65,81,68,7
9273,2020,Joseph Cramarossa,C,0.1055545788258314,0,62,58,62,54,56,58,68,-1
9274,2020,Josh Anderson,RW,14.72601861320436,17,89,75,90,79,84,74,61,-10
9275,2020,Josh Archibald,RW,8.001051897183059,7,82,72,94,85,81,77,67,3
9276,2020,Josh Bailey,RW,7.757738773711027,8,84,88,61,75,85,88,70,12
9277,2020,Josh Brown,D,0.22121282201260328,0,62,57,85,85,61,78,68,-1
9278,2020,Josh Currie,RW,0.0,0,63,53,57,52,57,54,68,0
9279,2020,Josh Dunne,C,0.5252720825374126,0,62,52,63,62,59,53,68,-1
9280,2020,Josh Leivo,LW,4.9270733655430385,5,78,63,75,54,84,72,64,-5
9281,2020,Josh Mahura,D,0.480410800781101,1,66,65,61,67,55,72,67,0
9282,2020,Josh Manson,D,0.9996441309340298,1,65,72,85,84,67,76,68,-3
9283,2020,Josh Morrissey,D,5.67189503274858,4,73,85,85,90,79,89,66,-1
9284,2020,Josh Norris,C,10.882178330793977,17,89,85,85,84,84,86,81,-12
9285,2020,Juho Lammikko,C,3.297444030642509,4,77,57,81,72,71,75,67,-8
9286,2020,Jujhar Khaira,LW,4.040397697128356,3,74,76,92,76,71,73,67,0
9287,2020,Julien Gauthier,RW,3.9473178861662745,2,69,73,85,64,67,70,66,-6
9288,2020,Justin Bailey,RW,0.6274863351136446,0,62,53,58,52,56,54,68,-2
9289,2020,Justin Braun,D,2.702076848130673,1,62,70,86,89,69,86,68,0
9290,2020,Justin Dowling,C,2.1663185283541684,1,65,68,65,56,69,65,64,-4
9291,2020,Justin Faulk,D,6.448669487144798,7,80,85,89,90,86,87,74,11
9292,2020,Justin Holl,D,2.770135098136961,2,65,85,86,90,83,89,65,16
9293,2020,Justin Richards,C,0.14732157811522484,0,62,58,57,54,60,54,68,1
9294,2020,Justin Schultz,D,3.4459395753219724,3,70,87,70,86,77,85,73,12
9295,2020,Juuso Riikola,D,0.026515930891036987,0,62,52,59,57,53,56,67,0
9296,2020,Juuso Valimaki,D,2.902626931667328,2,64,75,70,87,73,85,66,-6
9297,2020,K'Andre Miller,D,2.7414120230823755,5,78,74,87,89,90,90,61,9
9298,2020,Kaapo Kakko,RW,8.784145460929723,9,85,76,62,72,89,73,69,3
9299,2020,Kailer Yamamoto,RW,10.901016623713076,8,84,83,81,85,90,82,70,9
9300,2020,Kale Clague,D,0.7055642595514655,0,62,72,60,71,55,68,64,-6
9301,2020,Karson Kuhlman,C,2.6496887309476733,2,70,52,73,57,61,55,68,-6
9302,2020,Kasperi Kapanen,RW,6.583960054442287,11,86,86,77,62,83,82,69,15
9303,2020,Keaton Middleton,D,0.05114108882844448,0,62,52,58,57,53,63,68,-1
9304,2020,Keegan Kolesar,RW,5.830977774225175,3,74,79,88,71,75,67,68,-4
9305,2020,Keith Yandle,D,4.692499481141566,3,68,87,64,81,78,87,69,-8
9306,2020,Kevan Miller,D,1.127948851324618,1,63,65,85,85,67,75,68,-1
9307,2020,Kevin Bahl,D,0.11963190510869025,0,62,63,67,64,59,64,68,0
9308,2020,Kevin Connauton,D,0.086501135956496,0,62,57,63,60,53,66,68,4
9309,2020,Kevin Czuczman,D,0.08149892091751099,0,62,52,56,59,53,58,67,-3
9310,2020,Kevin Fiala,LW,15.948016154579818,20,90,86,70,68,93,90,79,-2
9311,2020,Kevin Hayes,C,12.491824720054865,12,86,86,83,69,86,85,70,-2
9312,2020,Kevin Labanc,RW,13.691744623705745,12,86,85,84,70,84,85,60,-9
9313,2020,Kevin Rooney,C,7.017222951166332,8,84,72,88,85,77,75,67,0
9314,2020,Kevin Shattenkirk,D,5.447069090325385,2,63,83,82,87,79,85,64,-8
9315,2020,Kevin Stenlund,C,4.3196339244022965,5,79,70,65,69,69,68,64,-4
9316,2020,Kiefer Sherwood,LW,2.5366980917751794,0,62,66,79,60,64,58,68,2
9317,2020,Kieffer Bellows,LW,1.7032719650305808,3,75,52,78,59,62,58,65,0
9318,2020,Kirby Dach,C,2.914425872266293,2,71,76,58,68,85,62,63,-3
9319,2020,Kirill Kaprizov,LW,17.930417286697775,27,93,87,71,74,88,87,77,10
9320,2020,Klim Kostin,C,0.0,0,63,58,62,52,60,58,68,-1
9321,2020,Kole Lind,RW,0.22841499745845795,0,62,52,62,56,62,58,66,-4
9322,2020,Kole Sherwood,RW,0.6086158230900764,0,62,58,72,52,59,54,68,-2
9323,2020,Kris Letang,D,6.134406675584613,7,80,90,86,88,86,92,72,19
9324,2020,Kris Russell,D,2.4089237479493018,0,62,77,77,89,71,86,66,0
9325,2020,Kristian Vesalainen,LW,0.4283822560682893,0,62,58,61,59,62,58,68,0
9326,2020,Kurtis Gabriel,RW,0.27228494361042976,0,62,52,82,66,59,53,68,1
9327,2020,Kurtis MacDermid,D,0.5646551111713052,2,73,63,80,85,58,80,68,-14
9328,2020,Kyle Burroughs,D,0.1501905433833599,0,62,58,62,58,56,58,68,1
9329,2020,Kyle Capobianco,D,0.10215682536363603,0,62,52,56,59,59,58,67,-2
9330,2020,Kyle Clifford,LW,5.547343160025775,4,76,65,85,74,73,75,67,-5
9331,2020,Kyle Connor,LW,18.67722795344889,26,92,87,64,74,91,86,80,-4
9332,2020,Kyle Okposo,RW,4.703003469854592,2,69,81,73,70,76,70,63,-1
9333,2020,Kyle Palmieri,RW,13.72596479114145,10,85,80,84,67,86,85,67,-5
9334,2020,Kyle Rau,C,1.6613687938079238,0,62,63,70,72,66,55,68,-1
9335,2020,Kyle Turris,C,3.0758370258845384,2,70,65,64,63,73,67,64,-11
9336,2020,Lane Pederson,C,1.8633908871561289,1,66,63,78,55,64,58,67,-2
9337,2020,Lars Eller,C,8.182438977062702,8,84,85,75,72,85,81,71,-1
9338,2020,Lawson Crouse,LW,8.20376031473279,4,76,78,92,82,85,73,72,-10
9339,2020,Lean Bergmann,C,0.02525545470416546,0,63,52,58,54,60,54,68,-1
9340,2020,Leo Komarov,RW,3.0846708603203297,1,65,75,86,66,76,68,67,7
9341,2020,Leon Draisaitl,C,17.53607192961499,31,95,94,75,67,97,95,95,31
9342,2020,Liam Foudy,C,4.041309615597129,0,62,68,62,59,69,64,68,0
9343,2020,Liam O'Brien,C,0.4535650070756674,0,62,66,75,55,56,56,68,1
9344,2020,Lias Andersson,C,3.3975816648453474,3,75,65,59,64,64,64,66,-4
9345,2020,Libor Hajek,D,1.7360220202244818,2,69,62,69,86,65,79,67,2
9346,2020,Logan Brown,C,0.0,0,63,52,56,52,56,56,67,0
9347,2020,Logan Couture,C,12.634324325248599,17,89,85,82,85,88,78,65,-10
9348,2020,Logan O'Connor,RW,5.116402504965663,3,75,63,75,68,82,58,68,6
9349,2020,Logan Stanley,D,2.1070557381026447,1,62,65,80,84,69,83,68,13
9350,2020,Loui Eriksson,LW,0.4379276223480701,0,62,58,57,53,71,54,68,-3
9351,2020,Louie Belpedio,D,0.07158932648599148,0,62,52,58,57,53,56,68,-1
9352,2020,Luca Sbisa,D,0.0,0,63,52,58,59,53,56,68,0
9353,2020,Lucas Carlsson,D,0.4025676902383566,0,62,57,59,59,59,62,68,1
9354,2020,Lucas Wallmark,C,1.0398090817034245,0,62,65,71,60,68,64,75,-4
9355,2020,Luke Glendening,C,7.679123961366713,6,80,77,85,87,75,66,66,3
9356,2020,Luke Johnson,C,0.3630039095878601,1,67,52,75,58,62,53,68,-5
9357,2020,Luke Kunin,C,8.148511292412879,10,85,78,86,76,72,70,62,3
9358,2020,Luke Schenn,D,1.8854814153164623,2,67,63,88,75,67,72,68,2
9359,2020,MacKenzie Entwistle,RW,0.6707431357353926,1,67,58,63,55,59,54,68,1
9360,2020,MacKenzie Weegar,D,5.664175505749881,6,79,88,88,90,93,91,72,29
9361,2020,Mackenzie MacEachern,LW,2.731599614955485,1,65,58,77,54,58,55,68,3
9362,2020,Madison Bowey,D,0.0,0,63,58,58,57,56,60,68,1
9363,2020,Maksim Sushko,RW,0.0,0,63,53,58,52,56,56,68,-1
9364,2020,Marc Michaelis,LW,0.4135346822440624,0,62,52,62,62,64,61,68,-4
9365,2020,Marc Staal,D,3.1996644837781787,3,72,74,82,86,72,88,66,-5
9366,2020,Marc-Edouard Vlasic,D,1.7115885000675917,1,62,70,76,88,74,77,66,-7
9367,2020,Marco Scandella,D,3.392541710752994,3,71,72,83,88,85,86,67,14
9368,2020,Marcus Foligno,LW,5.661974887363613,11,87,85,88,73,82,76,65,19
9369,2020,Marcus Johansson,C,4.3446383848786345,6,81,76,61,67,76,81,75,-10
9370,2020,Marcus Pettersson,D,2.429142966866493,2,67,74,80,85,75,75,65,8
9371,2020,Marcus Sorensen,LW,3.3019032953307037,1,65,68,69,66,78,70,67,-5
9372,2020,Marian Studenic,RW,0.7358248685486615,1,67,58,65,58,56,56,68,-2
9373,2020,Mario Ferraro,D,3.036768612451852,1,62,85,91,91,89,81,67,-6
9374,2020,Mark Alt,D,0.23694416135549545,0,62,52,57,57,53,56,68,0
9375,2020,Mark Borowiecki,D,0.4124250831082463,0,62,57,83,85,55,65,68,-2
9376,2020,Mark Friedman,D,1.099740743637085,2,75,57,65,65,53,60,68,1
9377,2020,Mark Giordano,D,5.501073697116227,9,84,85,78,92,85,88,72,2
9378,2020,Mark Jankowski,C,3.6417328943498433,4,77,75,75,77,81,59,66,4
9379,2020,Mark Pysyk,D,4.150768706575036,3,72,57,76,75,67,77,68,6
9380,2020,Mark Scheifele,C,15.82586769387126,21,90,91,71,85,95,88,76,-4
9381,2020,Mark Stone,RW,13.976644529961051,21,91,91,72,84,99,85,81,26
9382,2020,Markus Nutivaara,D,2.4841389358043666,0,61,79,75,71,71,74,64,1
9383,2020,Martin Frk,RW,0.0,0,63,53,57,52,57,54,68,-1
9384,2020,Martin Kaut,RW,0.3670134097337723,0,62,52,61,53,56,54,68,-1
9385,2020,Martin Necas,C,12.110493244603276,14,87,88,78,83,84,91,81,25
9386,2020,Mason Appleton,C,9.145203457213936,12,86,83,84,77,79,82,62,11
9387,2020,Mason Marchment,LW,4.655671935994177,2,69,76,86,62,80,73,62,4
9388,2020,Mathew Barzal,C,16.912050630897287,17,88,88,66,68,88,90,67,15
9389,2020,Mathias Brome,LW,2.6213311534374952,1,66,57,67,61,79,72,61,-9
9390,2020,Mathieu Joseph,RW,7.0054052993655205,12,87,75,86,71,78,74,80,3
9391,2020,Mathieu Olivier,RW,2.4576485706493263,3,75,63,85,76,58,60,76,-1
9392,2020,Mathieu Perreault,LW,8.206302070524544,9,85,79,86,74,82,80,67,6
9393,2020,Mats Zuccarello,RW,6.556447606533767,11,86,87,61,75,85,80,71,9
9394,2020,Matt Bartkowski,D,0.04063834249973297,0,62,52,56,57,53,56,68,-1
9395,2020,Matt Benning,D,1.3599611576646566,1,62,65,81,87,60,86,68,-1
9396,2020,Matt Calvert,LW,3.176955790258944,0,62,65,63,63,70,53,67,-2
9397,2020,Matt Duchene,C,9.69639824796468,6,80,75,72,65,80,77,65,-12
9398,2020,Matt Dumba,D,6.099992351140827,6,79,85,85,89,76,87,66,1
9399,2020,Matt Grzelcyk,D,3.8380271643400192,5,77,85,65,85,80,73,69,11
9400,2020,Matt Irwin,D,1.0246627489104867,0,62,63,83,86,69,68,68,-10
9401,2020,Matt Kiersted,D,0.38446651957929134,0,62,52,56,69,56,69,67,-4
9402,2020,Matt Luff,RW,1.728628370910883,1,66,52,61,60,62,63,67,-4
9403,2020,Matt Martin,LW,6.884415087290107,6,80,70,94,78,77,65,72,-2
9404,2020,Matt Nieto,LW,5.707712575793266,5,79,63,71,75,71,64,67,-5
9405,2020,Matt Roy,D,2.2756289811804895,2,65,76,84,88,63,85,67,0
9406,2020,Matt Tennyson,D,0.39946820773184294,1,66,63,75,81,55,70,68,0
9407,2020,Matthew Highmore,C,4.1075448896735915,1,64,68,78,76,73,72,68,-6
9408,2020,Matthew Peca,C,0.4890592247247696,0,62,58,62,56,59,61,68,1
9409,2020,Matthew Tkachuk,LW,18.08905409788713,12,86,88,90,63,85,93,76,7
9410,2020,Mattias Ekholm,D,5.559264743234962,6,78,85,66,86,83,87,61,19
9411,2020,Mattias Janmark,C,11.523165537044404,11,86,83,68,69,83,85,74,-12
9412,2020,Mattias Samuelsson,D,0.22211082419380546,0,62,63,68,68,59,64,68,-8
9413,2020,Max Comtois,LW,12.735314155928789,16,88,85,87,84,85,88,65,3
9414,2020,Max Domi,C,8.163867846131325,9,85,85,62,64,85,89,66,-18
9415,2020,Max Jones,LW,8.055444467812778,7,82,67,88,66,86,71,74,-9
9416,2020,Max McCormick,LW,0.6454159691929817,2,73,58,67,55,59,53,68,3
9417,2020,Max Pacioretty,LW,14.99137745099142,24,92,88,74,81,82,79,79,20
9418,2020,Michael Amadio,C,2.6605628421530128,0,62,65,59,73,63,69,64,-3
9419,2020,Michael Bunting,LW,5.868146739900112,10,86,65,73,53,75,64,77,-1
9420,2020,Michael Chaput,C,0.2663111528381705,0,62,52,68,63,62,60,68,-7
9421,2020,Michael Dal Colle,LW,2.2022813726216555,1,66,65,75,64,65,64,67,1
9422,2020,Michael Del Zotto,D,4.687398662790656,4,75,77,89,87,72,86,63,5
9423,2020,Michael Frolik,RW,0.9596475344151258,0,62,52,62,53,62,56,68,-3
9424,2020,Michael McCarron,RW,0.5570695102214813,0,62,52,65,52,63,54,67,1
9425,2020,Michael McLeod,C,7.566406956873834,9,85,72,86,76,87,84,66,-12
9426,2020,Michael Raffl,LW,5.590333159547299,4,76,75,85,81,78,68,65,-4
9427,2020,Michael Rasmussen,C,8.346486032009125,3,73,78,85,81,70,70,60,-5
9428,2020,Michael Sgarbossa,C,0.39990247040987015,0,62,63,56,55,67,53,66,2
9429,2020,Michael Stone,D,1.3206157609820366,2,68,57,68,79,66,77,67,-3
9430,2020,Micheal Haley,LW,0.0,0,63,53,64,52,56,54,68,-1
9431,2020,Mika Zibanejad,C,17.78301694476977,24,92,87,85,86,92,90,77,2
9432,2020,Mikael Backlund,C,13.802454556338489,9,85,86,77,76,94,90,68,-9
9433,2020,Mikael Granlund,C,10.080764163285494,13,87,85,78,85,86,85,71,-1
9434,2020,Mike Hardman,LW,1.2503692358732224,1,68,63,79,60,62,56,68,0
9435,2020,Mike Hoffman,C,9.52045784238726,17,89,86,71,67,86,81,95,2
9436,2020,Mike Matheson,D,4.4793866239488125,5,77,80,77,85,86,84,63,9
9437,2020,Mike Reilly,D,3.5351519854739313,0,61,88,85,86,82,89,67,5
9438,2020,Mikey Anderson,D,2.0209386097267266,1,62,79,85,89,79,87,67,0
9439,2020,Mikhail Grigorenko,C,4.010848152451216,4,77,76,62,74,76,68,62,-2
9440,2020,Mikhail Maltsev,LW,4.845089553389698,6,80,65,71,62,87,73,67,-4
9441,2020,Mikhail Sergachev,D,5.755445041228086,4,73,87,85,89,77,87,67,5
9442,2020,Mikko Koivu,C,0.16473975405097008,1,68,58,62,53,64,58,68,-2
9443,2020,Mikko Lehtonen,D,1.7825742033310237,0,62,72,73,74,71,72,67,-2
9444,2020,Mikko Rantanen,RW,17.969048084225506,30,94,90,69,76,90,78,85,30
9445,2020,Milan Lucic,LW,8.486108899116516,9,85,82,90,67,85,86,65,-8
9446,2020,Miles Wood,LW,13.627238362561913,17,89,76,76,79,85,84,66,-6
9447,2020,Miro Heiskanen,D,6.849279535468668,8,83,86,78,86,82,90,72,-9
9448,2020,Mitchell Marner,RW,18.26750052440911,20,90,93,66,85,97,95,70,21
9449,2020,Mitchell Stephens,C,0.13670346699655056,0,62,58,61,53,59,53,68,-5
9450,2020,Morgan Barron,C,0.4041689336299896,1,68,52,63,55,56,58,68,-1
9451,2020,Morgan Frost,C,0.0,0,63,52,56,52,56,56,67,0
9452,2020,Morgan Geekie,C,3.304622296243906,3,75,73,72,60,67,67,71,1
9453,2020,Morgan Rielly,D,5.656185619533062,5,76,88,83,87,85,97,70,11
9454,2020,Nate Prosser,D,0.5301816407591105,1,69,58,57,69,53,64,68,-7
9455,2020,Nate Schmidt,D,3.785137035883963,5,77,79,62,88,84,95,59,-4
9456,2020,Nate Thompson,C,1.995422521606088,2,71,65,85,76,73,72,68,4
9457,2020,Nathan Bastian,RW,5.087158763781191,3,74,75,91,79,77,65,66,0
9458,2020,Nathan Beaulieu,D,0.7510351547971368,0,62,57,77,84,61,85,67,-5
9459,2020,Nathan Gerbe,C,0.7570370398461819,1,67,63,60,55,62,56,68,0
9460,2020,Nathan MacKinnon,C,17.834448115900162,20,90,92,75,70,83,86,87,22
9461,2020,Nathan Walker,LW,1.322029510512948,1,67,52,65,60,64,56,68,-4
9462,2020,Nazem Kadri,C,18.41860625240952,11,86,86,75,75,86,85,68,-7
9463,2020,Neal Pionk,D,4.31258704373613,3,68,88,90,89,85,89,72,6
9464,2020,Nic Dowd,C,8.598188155796379,11,86,67,88,85,92,77,66,4
9465,2020,Nic Petan,C,0.6931549040600657,0,62,58,59,55,56,58,66,-2
9466,2020,Nicholas Merkley,RW,3.828271969221532,2,69,76,73,58,71,67,67,-5
9467,2020,Nicholas Robertson,LW,0.8060149289667606,0,62,58,58,55,59,56,67,1
9468,2020,Nick Bjugstad,C,8.381977755110709,6,80,80,80,77,78,71,62,7
9469,2020,Nick Bonino,C,6.564333258662372,10,86,85,59,86,86,68,69,0
9470,2020,Nick Caamano,RW,2.4641904514282937,0,62,58,79,63,68,67,67,-7
9471,2020,Nick Cousins,C,6.326466356869787,5,78,83,79,72,72,77,64,4
9472,2020,Nick Foligno,LW,9.26586732082069,7,82,83,90,85,79,82,61,2
9473,2020,Nick Holden,D,1.4958979450166223,0,62,63,73,78,61,54,68,3
9474,2020,Nick Jensen,D,2.2593389870598912,2,65,82,82,88,81,86,68,5
9475,2020,Nick Leddy,D,4.50520051503554,2,64,88,82,87,67,86,73,-3
9476,2020,Nick Paul,LW,9.807410845998676,5,78,85,85,85,92,79,69,5
9477,2020,Nick Ritchie,LW,12.506227155216038,15,88,80,88,73,83,81,71,-7
9478,2020,Nick Schmaltz,C,12.390374169684947,10,85,86,62,79,87,83,68,-1
9479,2020,Nick Suzuki,C,12.062160672619939,15,88,87,85,85,89,89,79,-5
9480,2020,Nicklas Backstrom,C,10.208590724505484,15,88,90,68,80,90,85,85,0
9481,2020,Nico Hischier,C,4.9366185162216425,6,81,70,61,76,79,67,73,-9
9482,2020,Nico Sturm,C,8.77551782131195,11,86,72,80,80,78,70,67,10
9483,2020,Nicolas Aube-Kubel,RW,5.3219428062438965,3,74,78,89,72,83,79,66,-3
9484,2020,Nicolas Beaudin,D,0.6515359571203589,2,75,68,63,78,64,82,66,1
9485,2020,Nicolas Deslauriers,LW,6.473430494777857,5,78,70,91,76,65,63,67,-7
9486,2020,Nicolas Hague,D,3.6764637259766464,5,77,82,87,88,75,77,64,14
9487,2020,Nicolas Meloche,D,0.12276070937514305,0,62,58,59,64,53,60,68,1
9488,2020,Nicolas Roy,C,6.732738028280437,6,81,78,80,78,88,74,63,9
9489,2020,Nikita Gusev,LW,7.1758582214824855,4,76,73,57,52,75,83,61,-11
9490,2020,Nikita Nesterov,D,1.1935692462138832,0,62,67,77,83,69,85,65,-7
