,season,player,position,xG,Goal,Shooting,Passing,Hits,Blocks,Takeaways,Giveaways,Powerplay,plusMinus
7950,2018,Zach Werenski,D,9.199779893271623,11,82,87,78,88,85,85,71,-12
7951,2018,Zack Kassian,RW,13.821900364942849,15,85,75,91,65,85,86,69,-6
7952,2018,Zack MacEwen,C,0.1996401585638523,0,62,57,56,52,53,58,71,-4
7953,2018,Zack Smith,C,9.76320501184091,9,80,83,87,73,86,85,69,-6
7954,2018,Zdeno Chara,D,5.196105311624706,5,74,73,81,88,81,85,84,22
7955,2018,Zemgus Girgensons,C,7.783714131452142,5,75,77,88,74,77,65,70,-11
7956,2019,Aaron Ekblad,D,8.70216465042904,5,74,89,69,88,87,93,68,12
7957,2019,Aaron Ness,D,0.2969327559694648,0,62,56,62,73,53,64,71,1
7958,2019,Adam Boqvist,D,2.653189117088914,4,74,75,70,83,68,79,62,-3
7959,2019,Adam Brooks,C,0.3300457149744034,0,62,65,54,53,58,53,71,1
7960,2019,Adam Erne,LW,6.497272533830255,2,66,64,88,75,63,79,62,-24
7961,2019,Adam Fox,D,7.500690052751452,8,79,89,69,89,92,90,74,22
7962,2019,Adam Gaudette,C,8.181250057183206,12,85,85,67,71,81,70,85,-7
7963,2019,Adam Henrique,C,21.798817172180858,26,91,83,83,78,83,82,71,-2
7964,2019,Adam Johnson,C,0.6200338564813137,1,64,57,56,55,56,53,71,-1
7965,2019,Adam Larsson,D,2.580309855751693,1,62,68,86,88,75,85,71,0
7966,2019,Adam Lowry,C,8.060651358217001,4,74,70,88,73,85,66,68,-4
7967,2019,Adam Pelech,D,2.942973951343447,1,62,74,85,88,86,87,71,4
7968,2019,Adrian Kempe,C,13.80051049310714,11,85,85,82,68,81,79,68,-10
7969,2019,Alan Quine,C,1.4160201288759708,1,64,52,57,54,58,53,71,-1
7970,2019,Alec Martinez,D,4.0227361004799596,3,67,79,74,92,72,83,68,-4
7971,2019,Aleksander Barkov,C,21.193956152070317,20,88,91,62,79,91,88,78,2
7972,2019,Aleksi Saarela,C,2.030356592964381,2,68,62,54,55,65,57,74,2
7973,2019,Alex Biega,D,2.4847865933552384,0,62,64,87,85,60,82,71,-9
7974,2019,Alex Chiasson,RW,12.775869403965773,11,85,79,78,67,73,74,79,-3
7975,2019,Alex DeBrincat,LW,22.246211959980425,18,87,87,78,70,88,85,75,-10
7976,2019,Alex Galchenyuk,C,9.549637032672765,8,80,82,77,69,63,75,72,-5
7977,2019,Alex Goligoski,D,4.435050713364035,4,70,87,85,94,64,88,73,8
7978,2019,Alex Iafallo,LW,16.078621693886813,17,87,87,76,84,76,66,71,1
7979,2019,Alex Killorn,LW,13.757993263192475,26,91,86,79,67,84,78,77,19
7980,2019,Alex Nylander,LW,8.546308952383697,10,83,82,68,66,82,77,63,-2
7981,2019,Alex Ovechkin,LW,30.474576767534018,48,98,85,90,77,84,87,73,-12
7982,2019,Alex Pietrangelo,D,12.245030109304937,16,87,89,75,89,88,87,80,11
7983,2019,Alex Tuch,RW,9.390734720043838,8,80,75,80,71,84,80,78,-9
7984,2019,Alex Wennberg,C,7.109004434198141,5,76,83,63,78,78,78,66,-5
7985,2019,Alexander Edler,D,4.397732619661838,5,74,87,86,97,67,86,75,14
7986,2019,Alexander Kerfoot,C,11.990250617731366,9,82,85,76,82,85,83,66,-2
7987,2019,Alexander Radulov,RW,17.566499381326143,15,86,85,76,82,83,86,76,8
7988,2019,Alexander Steen,LW,7.694023887626827,7,79,76,66,85,75,67,71,6
7989,2019,Alexander True,C,1.0888102110475302,0,62,67,67,54,58,60,70,1
7990,2019,Alexander Volkov,RW,0.4847751157358289,0,62,57,60,54,63,55,71,-6
7991,2019,Alexander Yelesin,D,0.02751066815108061,0,62,52,61,54,52,56,71,0
7992,2019,Alexandre Carrier,D,0.11686948779970407,0,62,52,56,54,52,53,71,2
7993,2019,Alexandre Texier,C,4.711474532261492,6,78,72,63,59,76,67,69,3
7994,2019,Anders Bjork,LW,6.691164790652692,9,82,76,75,72,79,69,72,5
7995,2019,Anders Lee,LW,26.243581742048264,20,88,86,86,85,81,86,66,8
7996,2019,Andre Burakovsky,LW,10.045564748346807,20,88,86,66,79,84,83,73,11
7997,2019,Andreas Athanasiou,C,13.266702840570359,11,84,81,71,75,74,82,72,-46
7998,2019,Andreas Englund,D,0.5421046782284975,0,62,64,80,70,61,60,71,-8
7999,2019,Andreas Johnsson,LW,10.261277149897069,8,80,79,75,72,72,75,74,0
8000,2019,Andrei Chibisov,RW,0.2512648403644562,0,62,53,55,53,54,52,71,0
8001,2019,Andrei Svechnikov,RW,21.389114192221317,24,90,90,87,76,85,91,80,9
8002,2019,Andrej Sekera,D,2.5844007148407404,2,63,70,69,88,66,88,70,9
8003,2019,Andrew Agozzino,LW,1.3223772598430514,1,64,62,68,60,64,58,69,3
8004,2019,Andrew Cogliano,C,8.05013295263052,3,70,77,85,78,82,74,69,2
8005,2019,Andrew Copp,C,13.056714098900555,10,83,82,79,76,87,79,64,-3
8006,2019,Andrew Ladd,LW,0.6707064658403397,1,64,53,68,51,54,53,71,2
8007,2019,Andrew Mangiapane,LW,15.938395705074072,17,87,81,83,75,87,81,66,4
8008,2019,Andrew Peeke,D,1.0729791782796383,1,62,61,67,74,58,64,71,1
8009,2019,Andrew Shaw,RW,6.547185568138957,3,70,72,85,62,72,70,67,-4
8010,2019,Andy Andreoff,C,1.3622992150485516,0,62,57,65,56,56,51,71,-3
8011,2019,Andy Greene,D,3.336204770486802,2,63,78,67,96,75,86,74,1
8012,2019,Anthony Angello,RW,0.3342825481668115,1,64,53,62,58,56,52,71,-1
8013,2019,Anthony Beauvillier,LW,17.529727719724182,18,87,85,85,80,85,88,71,-11
8014,2019,Anthony Bitetto,D,1.8726702607236805,0,62,74,88,85,75,76,70,3
8015,2019,Anthony Cirelli,C,14.930714098736644,16,87,87,85,84,91,77,72,28
8016,2019,Anthony Duclair,LW,19.81673294492066,23,89,83,77,81,77,87,70,-5
8017,2019,Anthony Mantha,RW,14.417126729153097,16,87,85,77,75,80,81,76,-7
8018,2019,Anthony Richard,C,0.1540874019265175,0,62,53,54,51,54,52,71,-1
8019,2019,Antoine Roussel,LW,7.109931217040867,7,79,70,76,66,66,68,68,0
8020,2019,Anton Blidh,LW,0.5647552572190762,0,62,52,66,57,58,53,71,-1
8021,2019,Anton Lindholm,D,0.0314222127199173,0,62,57,57,60,52,53,71,1
8022,2019,Anton Stralman,D,5.555133128538729,5,75,80,81,90,88,87,70,-6
8023,2019,Anton Wedin,LW,0.06930692680180073,0,62,53,58,52,56,52,71,1
8024,2019,Antti Suomela,C,2.1294249338097866,1,63,71,68,57,65,58,71,4
8025,2019,Anze Kopitar,C,15.726697651669385,21,89,91,76,85,87,87,81,6
8026,2019,Artem Anisimov,C,10.192684341222046,15,86,68,55,75,78,71,79,-15
8027,2019,Artemi Panarin,LW,19.462839340791106,32,93,97,64,69,92,94,78,36
8028,2019,Artturi Lehkonen,LW,15.272156003396956,13,85,80,87,80,85,76,68,2
8029,2019,Ashton Sautner,D,0.005026830825954676,0,62,52,54,54,52,53,71,0
8030,2019,Austin Czarnik,C,0.6850193003192544,2,68,57,54,54,65,55,75,1
8031,2019,Austin Wagner,LW,14.838224484585226,6,77,68,89,70,78,75,70,-5
8032,2019,Austin Watson,LW,4.658871293999255,6,78,74,88,85,77,75,70,-9
8033,2019,Auston Matthews,C,29.25181668996811,47,98,89,72,86,98,87,87,19
8034,2019,Barclay Goodrow,C,13.427064028102903,8,80,84,89,86,89,76,67,-8
8035,2019,Barrett Hayton,C,3.302998829632997,1,63,64,61,55,67,58,70,2
8036,2019,Beck Malenstyn,LW,0.48880560323596,0,62,53,58,53,56,52,71,-1
8037,2019,Ben Chiarot,D,8.032956862356514,9,81,78,88,93,76,95,67,5
8038,2019,Ben Hutton,D,4.847036505583674,4,70,78,76,88,70,86,69,5
8039,2019,Ben Street,C,0.2887878711335361,0,62,57,56,51,54,52,71,1
8040,2019,Blake Coleman,C,21.141336083877828,21,89,77,91,84,90,75,75,0
8041,2019,Blake Comeau,LW,8.03732356056571,8,80,74,86,74,79,79,69,-6
8042,2019,Blake Lizotte,C,9.586508094333114,6,77,83,74,73,80,75,70,-4
8043,2019,Blake Wheeler,RW,16.17782097030431,22,89,92,86,85,87,87,77,1
8044,2019,Bo Horvat,C,23.00055877771229,22,89,88,77,86,84,79,74,-14
8045,2019,Bobby Ryan,RW,4.223304078448564,5,76,64,75,66,72,73,61,3
8046,2019,Boo Nieves,C,0.1488393470644951,0,62,52,56,54,56,52,71,2
8047,2019,Boone Jenner,C,16.4756142613478,11,85,79,86,88,81,80,65,-14
8048,2019,Brad Hunt,D,5.486357813701034,8,80,77,58,81,74,69,73,-7
8049,2019,Brad Marchand,LW,22.533924264833328,28,91,96,77,70,88,92,80,25
8050,2019,Brad Richardson,RW,9.279576580971481,6,77,68,85,83,71,73,71,1
8051,2019,Brady Skjei,D,8.00461006630212,8,79,82,86,90,86,89,69,-10
8052,2019,Brady Tkachuk,LW,30.751762218773365,21,89,86,97,83,86,86,64,-14
8053,2019,Brandon Carlo,D,4.289899492170663,4,70,81,87,88,85,83,70,16
8054,2019,Brandon Davidson,D,1.127658628858626,0,62,52,67,74,59,65,71,-3
8055,2019,Brandon Hagel,LW,0.2542221508920193,0,62,53,55,53,56,52,71,0
8056,2019,Brandon Manning,D,0.2682659327983856,1,64,52,59,61,54,64,71,-1
8057,2019,Brandon Montour,D,4.109807595144957,5,75,79,79,85,70,79,69,13
8058,2019,Brandon Pirri,C,2.6936179781332608,0,62,62,62,57,67,58,65,-4
8059,2019,Brandon Saad,LW,21.044116884004325,21,89,78,71,70,88,78,64,2
8060,2019,Brandon Sutter,C,7.240371940657496,8,80,75,62,67,75,64,73,1
8061,2019,Brandon Tanev,LW,9.701877279672773,11,85,80,94,86,86,85,73,-1
8062,2019,Brayden McNabb,D,3.969700273126364,2,63,72,91,94,85,82,70,1
8063,2019,Brayden Point,C,18.502225715667013,25,90,90,64,77,85,73,73,28
8064,2019,Brayden Schenn,C,16.166503536049277,25,90,89,87,72,83,85,84,3
8065,2019,Braydon Coburn,D,1.8263832610100508,1,62,64,80,77,58,60,71,5
8066,2019,Brendan Gallagher,RW,28.360954272560768,22,89,85,77,77,88,72,65,9
8067,2019,Brendan Gaunce,C,0.0,0,62,58,55,51,54,52,71,1
8068,2019,Brendan Guhle,D,1.5490375766530633,4,75,66,64,84,64,78,70,-2
8069,2019,Brendan Leipsic,LW,5.1845991550944746,3,70,74,79,71,67,77,68,3
8070,2019,Brendan Lemieux,LW,8.790211579762401,6,77,78,90,85,74,81,72,-14
8071,2019,Brendan Perlini,LW,5.133445887826382,1,62,64,65,63,66,63,62,-18
8072,2019,Brendan Smith,D,3.721236354205757,3,69,68,85,83,76,78,70,-12
8073,2019,Brenden Dillon,D,3.0196649441495538,1,62,79,91,87,75,78,71,-2
8074,2019,Brennan Menell,D,0.12220442481338978,0,62,52,55,59,56,53,70,1
8075,2019,Brent Burns,D,11.46286207670346,12,85,89,82,92,90,93,77,-22
8076,2019,Brent Seabrook,D,2.1206311075948183,3,70,56,78,86,58,80,71,1
8077,2019,Brett Connolly,RW,13.326401619240642,19,88,80,78,68,85,76,75,-3
8078,2019,Brett Howden,C,9.908954759128394,9,82,76,82,87,82,78,75,-11
8079,2019,Brett Kulak,D,4.2141473540104935,0,61,72,79,85,71,85,70,-1
8080,2019,Brett Pesce,D,5.934995171613991,4,70,80,63,89,88,85,67,7
8081,2019,Brett Ritchie,RW,3.258510078303516,2,67,66,86,55,60,58,71,-3
8082,2019,Brett Seney,LW,0.20535872876644132,0,62,53,56,51,56,57,71,-1
8083,2019,Brian Boyle,C,6.050394767895341,6,77,75,82,79,76,68,69,-5
8084,2019,Brian Dumoulin,D,2.406274899840355,1,62,72,75,80,72,68,70,17
8085,2019,Brian Gibbons,C,0.9519009608775376,0,62,52,57,63,67,63,71,-7
8086,2019,Brian Lashoff,D,0.1871991865336895,0,62,56,63,62,51,56,71,1
8087,2019,Brock Boeser,RW,17.86753972619772,16,87,87,66,66,78,76,70,5
8088,2019,Brock McGinn,LW,9.437165019102396,7,79,76,85,76,77,65,70,-4
8089,2019,Brock Nelson,C,25.13587329909205,26,91,87,76,83,83,88,70,6
8090,2019,Bryan Little,C,1.6649781093001366,2,68,64,55,55,58,55,68,4
8091,2019,Bryan Rust,RW,20.73728326614946,27,91,87,82,79,85,85,85,14
8092,2019,Buddy Robinson,RW,1.1166118429973722,1,64,52,63,58,59,53,71,0
8093,2019,CJ Suess,LW,0.0,0,62,53,55,51,54,52,71,-1
8094,2019,Cal Clutterbuck,RW,4.046382298693061,3,71,66,88,81,71,75,71,6
8095,2019,Cale Fleury,D,1.3074011751450598,1,62,51,86,84,63,83,71,-4
8096,2019,Cale Makar,D,7.412524793297052,12,85,90,75,85,86,86,76,12
8097,2019,Caleb Jones,D,1.672512324526906,4,75,68,70,85,66,79,74,-1
8098,2019,Calle Jarnkrok,C,13.282307055778801,15,86,85,66,76,77,66,73,4
8099,2019,Calle Rosen,D,0.4731690539047122,0,62,64,55,62,56,64,69,0
8100,2019,Calvin Thurkauf,C,0.032969601452350616,0,62,52,57,51,54,52,71,0
8101,2019,Calvin de Haan,D,1.2263792683370411,1,62,68,86,87,67,81,70,10
8102,2019,Cam Atkinson,RW,13.570102118421344,12,85,80,62,72,83,75,75,2
8103,2019,Cam Fowler,D,6.253518936224282,9,81,85,64,86,79,82,68,0
8104,2019,Cameron Gaunce,D,0.21751268859952688,1,65,64,57,56,52,53,71,2
8105,2019,Cameron Hughes,C,0.0,0,62,52,55,54,54,52,71,-1
8106,2019,Carl Dahlstrom,D,0.2456096736714244,0,62,56,56,67,61,70,71,-4
8107,2019,Carl Grundstrom,RW,1.2973499875515702,0,62,67,71,56,53,58,70,2
8108,2019,Carl Gunnarsson,D,1.3867328045889735,2,66,68,67,85,58,69,71,8
8109,2019,Carl Hagelin,LW,11.738845251500607,8,80,83,65,70,82,77,71,12
8110,2019,Carl Soderberg,C,14.118889926932752,17,87,84,84,82,85,77,76,6
8111,2019,Carsen Twarynski,LW,1.3430527271702886,1,64,52,76,61,65,51,71,-2
8112,2019,Carson Soucy,D,3.816881578415632,7,80,72,82,85,76,71,71,16
8113,2019,Carter Rowney,C,7.48571349773556,8,80,77,91,82,81,79,70,5
8114,2019,Carter Verhaeghe,C,6.618319069501013,9,82,66,68,61,78,66,74,-9
8115,2019,Casey Cizikas,C,9.310911775566636,10,84,66,88,81,87,80,71,12
8116,2019,Casey Mittelstadt,C,3.8168680975213647,4,75,68,59,61,65,64,68,-5
8117,2019,Cedric Paquette,C,8.728798598982394,7,79,77,90,85,76,64,70,-1
8118,2019,Chad Ruhwedel,D,2.0696699162945147,2,65,66,84,76,65,72,71,4
8119,2019,Chandler Stephenson,C,8.345507582183927,11,85,81,77,78,87,76,70,24
8120,2019,Charles Hudon,LW,1.5171240950003266,1,63,57,68,53,64,55,67,-9
8121,2019,Charlie Coyle,C,16.355912767350677,16,87,85,85,79,90,83,65,9
8122,2019,Charlie McAvoy,D,5.969641266390681,5,75,87,87,93,87,91,64,24
8123,2019,Chase De Leo,C,0.2325875908136368,0,62,52,55,51,54,52,71,0
8124,2019,Chris Kreider,LW,20.264720090199265,24,90,85,87,82,80,90,74,13
8125,2019,Chris Stewart,RW,0.9313585981726646,0,62,57,74,56,61,53,71,-7
8126,2019,Chris Tierney,C,12.059914600104095,11,85,87,74,80,86,86,66,-6
8127,2019,Chris Wagner,RW,8.971789597533641,6,77,66,91,78,75,75,70,-8
8128,2019,Christian Djoos,D,0.63817048817873,1,64,61,54,66,56,62,68,3
8129,2019,Christian Dvorak,C,19.41565427929163,18,87,85,72,80,78,76,71,6
8130,2019,Christian Fischer,RW,8.727135672233999,6,77,64,88,73,64,65,70,2
8131,2019,Christian Folin,D,0.4765120213851333,1,64,56,74,74,54,64,71,-1
8132,2019,Christian Jaros,D,0.1294520404189825,0,62,64,61,67,54,61,71,-2
8133,2019,Christian Wolanin,D,0.22129495441913605,0,62,52,54,59,52,56,70,1
8134,2019,Christoffer Ehn,C,4.164058154914528,2,67,61,80,70,64,67,71,-21
8135,2019,Christopher Tanev,D,2.3572409381158654,2,65,84,68,96,78,87,73,4
8136,2019,Clark Bishop,C,0.6053188145160675,0,62,57,57,51,56,53,71,-2
8137,2019,Claude Giroux,C,17.35800522286445,21,89,88,75,67,87,84,79,7
8138,2019,Clayton Keller,RW,18.82874090783298,17,87,87,62,65,86,82,72,-6
8139,2019,Cody Ceci,D,2.443731999956072,1,62,72,85,88,71,81,70,7
8140,2019,Cody Eakin,C,7.710569352377206,5,76,76,77,68,81,75,69,-3
8141,2019,Cody Glass,C,5.009064426645637,5,76,72,60,58,77,72,71,-6
8142,2019,Cody Goloubef,D,0.6193689135834575,1,63,56,76,75,58,76,71,-3
8143,2019,Colby Cave,C,0.5758038610219955,1,64,52,63,55,61,53,71,-3
8144,2019,Cole Bardreau,C,1.477089762687683,1,64,57,66,53,63,58,71,-2
8145,2019,Colin Blackwell,C,2.980807680170983,3,71,73,76,74,65,63,71,7
8146,2019,Colin Miller,D,3.0737292161211367,1,62,76,85,82,67,81,66,-9
8147,2019,Colin White,C,9.372838726732882,7,79,82,76,78,80,81,63,-12
8148,2019,Colin Wilson,C,1.3063845690339804,0,62,67,58,54,56,57,67,6
8149,2019,Colton Parayko,D,7.681907291989773,10,82,84,85,91,86,86,79,7
8150,2019,Colton Sceviour,RW,9.702635949477552,6,77,76,85,87,83,85,71,2
8151,2019,Colton Sissons,C,6.476922242902219,9,82,70,85,82,73,78,68,-2
8152,2019,Colton White,D,0.03788110986351967,0,62,52,55,59,56,63,71,-2
8153,2019,Connor Brown,RW,18.197225750423968,16,87,87,72,79,91,85,67,-6
8154,2019,Connor Bunnaman,C,1.6320084873586893,1,63,57,70,54,55,58,71,7
8155,2019,Connor Carrick,D,1.0138957174494865,1,62,68,67,82,63,68,71,-6
8156,2019,Connor Clifton,D,1.1209143390879035,2,68,51,85,79,71,63,71,4
8157,2019,Connor McDavid,C,26.40643548266962,34,94,97,70,69,91,93,97,-6
8158,2019,Connor Murphy,D,4.482818573713303,5,74,80,87,94,75,86,70,2
8159,2019,Conor Garland,RW,16.245688771363348,22,89,83,66,71,85,79,73,1
8160,2019,Conor Sheary,LW,10.905019610188901,10,83,79,67,75,78,73,67,-5
8161,2019,Conor Timmins,D,0.06772691756486893,0,62,52,54,54,54,53,71,2
8162,2019,Corey Perry,RW,10.134019596967846,5,76,82,80,78,76,79,68,-2
8163,2019,Cory Conacher,C,0.7510789930820465,0,62,57,56,53,64,53,71,-2
8164,2019,Craig Smith,C,21.00772754941136,18,87,79,79,70,83,78,68,18
8165,2019,Curtis Lazar,C,5.038991903886199,5,76,68,83,75,73,65,71,-3
8166,2019,Dakota Mermis,D,0.5357834594324231,1,63,64,64,74,54,63,71,7
8167,2019,Dale Weise,RW,1.6839407561346889,1,64,66,85,63,67,68,71,1
8168,2019,Dalton Prout,D,0.03191089304164052,0,62,52,56,58,56,53,71,0
8169,2019,Dalton Smith,LW,0.0,0,62,53,55,51,54,52,71,1
8170,2019,Damon Severson,D,8.741205933969468,8,80,86,84,90,86,92,73,-20
8171,2019,Dan Hamhuis,D,1.637357356026769,0,62,74,81,85,67,84,71,6
8172,2019,Daniel Carr,LW,1.1124892514199018,1,64,52,60,54,68,53,71,-5
8173,2019,Daniel Sprong,RW,1.3025071639567614,1,63,57,56,55,56,52,74,-2
8174,2019,Danil Yurtaykin,LW,0.3348359912633896,0,62,53,56,54,59,52,70,-1
8175,2019,Danny DeKeyser,D,0.5695471446961164,0,62,66,57,72,51,64,71,0
8176,2019,Dante Fabbro,D,4.114731988869608,5,75,70,77,89,80,85,71,-7
8177,2019,Danton Heinen,LW,12.091859070584178,10,83,82,70,79,77,81,67,-2
8178,2019,Darnell Nurse,D,8.59065658506006,5,75,87,90,94,82,88,69,-2
8179,2019,Darren Helm,LW,9.65159773407504,9,82,72,85,75,81,81,71,-6
8180,2019,David Backes,RW,2.833420899230987,1,63,69,75,61,64,65,76,-1
8181,2019,David Gustafsson,C,0.23681533336639404,1,64,52,56,59,53,53,71,-2
8182,2019,David Kampf,C,12.108169232029466,8,80,74,77,75,87,71,70,-11
8183,2019,David Kase,RW,0.7899399138987064,1,64,52,57,52,59,53,71,1
8184,2019,David Krejci,C,8.531903371214867,13,85,88,71,78,85,85,82,14
8185,2019,David Pastrnak,RW,28.14337452687323,48,99,93,75,72,90,95,98,21
8186,2019,David Perron,LW,15.349156761541964,25,90,89,81,70,87,84,87,1
8187,2019,David Savard,D,3.4675178551115096,0,61,77,87,97,76,86,74,-3
8188,2019,Dean Kukan,D,2.1635015243664384,1,62,66,65,77,65,69,70,-9
8189,2019,Denis Gurianov,RW,15.665448965970429,20,88,75,81,69,83,78,83,5
8190,2019,Denis Malgin,C,6.013668704777956,4,74,74,71,68,84,72,68,-9
8191,2019,Dennis Cholowski,D,2.2739299642853443,2,64,70,60,80,60,75,68,-26
8192,2019,Dennis Gilbert,D,0.3982088454067707,1,64,61,85,79,56,59,71,-8
8193,2019,Derek Forbort,D,0.7376128947362304,0,62,56,72,78,56,72,71,-5
8194,2019,Derek Grant,C,12.720909494441006,15,86,76,78,75,78,66,72,1
8195,2019,Derek Ryan,C,11.959087553434074,10,83,85,58,79,86,78,72,9
8196,2019,Derek Stepan,C,14.547600237186996,10,83,84,74,85,87,80,68,-4
8197,2019,Derick Brassard,C,10.461542042903602,10,83,85,87,74,83,86,76,-2
8198,2019,Derrick Pouliot,D,0.012482614256441591,0,62,52,55,55,52,55,71,-1
8199,2019,Deryk Engelland,D,2.4112738757394254,1,62,68,87,89,74,72,71,5
8200,2019,Devin Shore,C,5.095330399461091,5,76,72,78,66,71,63,72,-10
8201,2019,Devon Toews,D,6.345548763405532,6,76,85,77,87,85,89,64,1
8202,2019,Dillon Dube,C,6.894813031889497,6,77,76,80,65,76,71,74,0
8203,2019,Dmitry Kulikov,D,2.4338698834180827,2,64,74,86,88,75,89,70,-4
8204,2019,Dmitry Orlov,D,5.7186659392900765,4,70,86,86,88,90,91,68,5
8205,2019,Dmytro Timashov,LW,2.716796919703484,4,75,68,86,64,63,63,71,1
8206,2019,Dominic Toninato,C,5.782799834385514,4,74,72,79,76,76,68,70,4
8207,2019,Dominik Kahun,C,8.942241878714412,12,85,85,55,73,77,64,67,8
8208,2019,Dominik Kubalik,LW,18.236909609287977,30,92,82,85,68,81,78,72,2
8209,2019,Dominik Simon,C,9.383006485644726,7,79,81,78,71,88,82,67,-9
8210,2019,Dougie Hamilton,D,9.618682818952948,14,86,87,77,86,79,86,73,30
8211,2019,Drake Batherson,RW,2.4307296606712043,3,71,72,78,64,63,59,77,-12
8212,2019,Drake Caggiula,C,7.142909086775035,9,82,70,85,68,78,59,76,-3
8213,2019,Drew Doughty,D,7.9978184662759295,7,78,87,86,89,73,94,72,-16
8214,2019,Dryden Hunt,LW,2.788980908691883,0,62,66,75,60,63,58,71,0
8215,2019,Duncan Keith,D,5.561397507786751,3,66,86,65,92,88,93,73,1
8216,2019,Dustin Brown,RW,17.940814587287605,17,87,84,88,67,84,85,62,-1
8217,2019,Dylan DeMelo,D,2.822944109328091,0,61,76,86,88,67,86,63,4
8218,2019,Dylan Gambrell,C,4.864526013843714,5,76,70,74,77,70,72,67,-8
8219,2019,Dylan Larkin,C,20.829793184995648,19,88,89,76,83,88,94,71,-21
8220,2019,Dylan McIlrath,D,0.6457162788137794,0,62,51,77,66,61,64,71,-4
8221,2019,Dylan Sikura,C,0.9039695132523776,1,64,62,54,54,58,52,71,1
8222,2019,Dylan Strome,C,12.15308153629303,12,85,87,64,77,85,78,68,1
8223,2019,Eetu Luostarinen,C,0.8514693379402161,0,62,57,59,54,58,53,71,-2
8224,2019,Egor Korshkov,RW,0.040737349539995193,1,64,53,55,51,56,52,71,1
8225,2019,Elias Lindholm,C,18.61156113678589,29,92,86,85,82,87,83,81,-8
8226,2019,Elias Pettersson,C,16.807151099666953,27,91,90,80,82,87,83,78,17
8227,2019,Emil Bemstrom,C,8.588468077592553,10,83,76,77,69,69,71,83,-10
8228,2019,Eric Robinson,LW,6.976661192253232,7,79,68,85,67,72,66,71,10
8229,2019,Eric Staal,C,11.707421483937653,19,88,87,64,73,82,87,75,-9
8230,2019,Erik Brannstrom,D,2.0835008956491947,0,62,66,61,81,63,75,65,-9
8231,2019,Erik Cernak,D,5.8686683140695095,5,74,72,90,90,76,80,69,11
8232,2019,Erik Gudbranson,D,3.4038728391751647,4,71,68,85,86,51,83,69,0
8233,2019,Erik Gustafsson,D,6.028723902069032,6,76,86,85,86,78,89,67,-9
8234,2019,Erik Haula,LW,11.898959202226253,12,85,78,67,67,79,81,75,1
8235,2019,Erik Johnson,D,5.373743729665875,3,66,79,85,92,85,79,66,9
8236,2019,Erik Karlsson,D,6.301390189677478,6,76,89,65,87,91,91,71,-15
8237,2019,Esa Lindell,D,5.820605940185487,3,66,85,85,93,85,90,74,5
8238,2019,Ethan Bear,D,5.1101926267147055,5,75,82,78,91,89,95,68,-4
8239,2019,Evan Rodrigues,C,7.626253600232303,6,77,66,65,67,74,68,72,-8
8240,2019,Evander Kane,LW,23.977533302735534,26,91,85,88,75,89,88,89,-12
8241,2019,Evgeni Malkin,C,18.675719203427434,25,90,93,71,73,96,92,84,7
8242,2019,Evgenii Dadonov,RW,23.718876521103088,25,90,85,67,74,85,86,78,-7
8243,2019,Evgeny Kuznetsov,C,14.459976430051027,19,88,89,70,68,80,87,72,-2
8244,2019,Evgeny Svechnikov,RW,0.9770386628806592,0,62,53,58,53,54,57,70,-1
8245,2019,Filip Chlapik,C,2.1162911904975767,3,71,64,84,64,67,61,71,-7
8246,2019,Filip Chytil,C,12.433949279598892,14,86,75,59,78,86,83,67,-7
8247,2019,Filip Forsberg,LW,19.29370836028829,21,89,87,85,76,93,87,77,-7
8248,2019,Filip Hronek,D,6.895505489315838,9,81,85,86,87,76,93,66,-38
8249,2019,Filip Zadina,RW,5.989803626202048,8,81,72,59,63,71,72,80,-13
8250,2019,Frank Vatrano,C,15.59530728124082,16,87,84,86,83,86,72,64,-8
8251,2019,Frans Nielsen,C,7.945186930708588,4,73,68,75,79,70,70,65,-13
8252,2019,Frederik Gauthier,C,5.358846879564227,7,79,68,82,74,65,68,71,-4
8253,2019,Fredrik Claesson,D,0.06443072110414505,1,66,57,57,63,54,54,71,1
8254,2019,Gabriel Bourque,LW,2.007278257515281,2,67,66,88,82,63,69,70,-1
8255,2019,Gabriel Carlsson,D,0.07857180759310722,0,62,52,57,54,51,58,71,-1
8256,2019,Gabriel Dumont,C,0.4086412787437439,0,62,52,59,54,56,52,71,-1
8257,2019,Gabriel Landeskog,LW,18.234672780614343,21,89,86,85,79,87,78,75,-2
8258,2019,Gabriel Vilardi,C,2.1059952527284618,3,72,67,54,56,56,51,77,0
8259,2019,Gaetan Haas,C,6.0476993885822585,5,76,68,79,76,80,76,69,-1
8260,2019,Gage Quinney,C,0.4673848003149033,0,62,57,55,51,54,52,71,-1
8261,2019,Garnet Hathaway,RW,11.299023885745553,9,82,72,91,84,79,71,71,6
8262,2019,Gemel Smith,C,0.3777803480625153,1,64,52,55,54,56,52,71,0
8263,2019,Gerald Mayhew,C,2.011710159946233,2,68,52,60,59,63,55,67,4
8264,2019,German Rubtsov,C,0.15204980969429016,0,62,52,56,56,56,53,71,-1
8265,2019,Givani Smith,RW,3.1899755112826824,2,67,57,76,55,58,61,65,-2
8266,2019,Greg McKegg,C,5.655199022963643,5,76,66,83,75,74,68,71,-2
8267,2019,Greg Pateryn,D,0.6879314454272389,0,62,64,67,78,58,62,71,1
